Q4,Q5_1,Q5_2,Q7,Q8,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q29_1,Q29_2,Q29_3,Q30
08/31/21,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,35,1,,,,,,,,2,0,,,,,,,,164,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
05/31/21,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/21,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,572,0,,,,,,,,6,0,,,,,,,,275.67,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/21,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"Blue Creek Utilities, Inc. (Docket Number W-857)",Yes,Wastewater only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/21,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,17,,,,,,,,,6104,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,"904 is a small , community wastewater plant in Sunset Beach,... many of the past due are owners who live here seasonally - perhaps a second home owner. ... and they catch up their bill when they come down for the milder winter here. "
07/31/21,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,707789,74310,,,,,,,,93900,4585,,,,,,,,14027842.32,2106799.23,,,,,,,,15167,234,,,,,,,,11245,176,,,,,,,,7064675.79,108342.92,,,,,,,,2626,80,,,,,,,,320,36,,,,,,,,62,7,,,,,,,,4331,1008,,Yes,Yes,Yes,
07/31/21,Electric,Western Carolina University (Docket Number E-35),Yes,,,,,,,,3660,196,,,,,,,,155,10,,,,,,,,7859.81,5958.18,,,,,,,,2,9,,,,,,,,2,9,,,,,,,,456.24,3742.86,,,,,,,,12,0,,,,,,,,9,0,,,,,,,,9,0,,,,,,,,3,0,,Yes,Yes,Yes,
07/31/21,Water/Sewer,Scientific Water and Sewerage Corporation (Docket Number W-176),Yes,Both water and wastewater customers,1455,5,1582,5,,,,,,579,3,684,3,,,,,,85,0,85,0,,,,,,15,0,15,0,,,,,,1,0,1,0,,,,,,1890,0,1890,0,,,,,,64,0,64,0,,,,,,75,0,75,0,,,,,,35,0,35,0,,,,,,20,0,20,0,,,,,,Yes,Yes,Yes,
07/31/21,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1261675,216823,,,,,,,,136153,9241,,,,,,,,20363261,5597822,,,,,,,,47301,1072,,,,,,,,37622,845,,,,,,,,3332322,253251,,,,,,,,8219,173,,,,,,,,6469,176,,,,,,,,5873,122,,,,,,,,553,42,,Yes,Yes,Yes,"For DEP, the total accounts receivable balance more than 30 days old excludes amounts under long-term payment arrangements. The DEP Customer Information System classifies these amounts as non-arrears, until the monthly installment due month. Amounts excluded from arrears for reporting:
•	February 2021    $30,625,606
•	March 2021         $27,853,886
•	April 2021            $24,310,815
•	May 2021             $21,094,039
•	June 2021            $18,242,357
•	July 2021              $21,779,634
"
07/31/21,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1805303,312021,,,,,,,,320599,35781,,,,,,,,105552875,30202010,,,,,,,,86797,1129,,,,,,,,86797,1129,,,,,,,,44181045,2198688,,,,,,,,191,176,,,,,,,,124,107,,,,,,,,102,64,,,,,,,,14,6,,Yes,Yes,Yes,
07/31/21,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,81342,3713,21359,320,,,,,,4939,77,487,6,,,,,,1008721.5,142.83,122756.14,8818.47,,,,,,869,2,37,2,,,,,,1012,9,71,2,,,,,,304791,840,21528,5064,,,,,,126,1,4,0,,,,,,88,0,1,0,,,,,,48,0,0,0,,,,,,53,1,4,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
07/31/21,Water/Sewer,"H H WATER, LLC (Docket Number W-1318)",Yes,Water only,,,,,,,236,2,,,,,,,,13,2,,,,,,,,499.41,1650.12,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
07/31/21,Water/Sewer,"Ginguite Woods Water Reclamation Association, Inc. (Docket Number W-1139)",Yes,Wastewater only,,,,,,,38,0,,,,,,,,2,0,,,,,,,,817.2,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
07/31/21,Water/Sewer,"ENVIRO-TECH OF NORTH CAROLINA, INC. (Docket Number W-1165)",Yes,Wastewater only,,,,,,,214,0,,,,,,,,12,0,,,,,,,,9884.11,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
07/31/21,Water/Sewer,"Bay Tree Utility Company; Lake Creek Corp., d/b/a (Docket Number W-1080)",Yes,Wastewater only,,,,,,,182,0,,,,,,,,15,0,,,,,,,,3827.17,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,Note:  Two accounts make up the majority of the arrearages
07/31/21,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1846,0,4070,23,,,,,,68,0,140,0,,,,,,3008.23,0,5998.77,0,,,,,,14,0,30,0,,,,,,10,0,23,0,,,,,,704.23,0,895.45,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,803,74,796,45,,,,,,21,0,21,2,,,,,,2659,0,0,0,,,,,,1,0,1,0,,,,,,1,0,1,0,,,,,,428,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
07/31/21,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,567924,58147,,,,,,,,55442,2625,,,,,,,,7100000,700000,,,,,,,,3694,62,,,,,,,,3148,39,,,,,,,,693000,21000,,,,,,,,0,52,,,,,,,,0,16,,,,,,,,0,9,,,,,,,,0,1,,Yes,Yes,Yes,"Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans
Data provided represents 7/01/2021 through 7/31/2021
PSNC stopped all residential disconnections as of February 24, 2021 in response to Commission orders
PSNC is preparing to resume residential disconnection as of August 23, 2021"
07/31/21,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,193,1,,,,,,,,51785.39,13449.79,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,4,1,,,,,,,,1,0,,,,,,,,8707,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1418,2,,,,,,,,25,0,,,,,,,,4113.95,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,156,,,,,,,,,5113.71,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,563,0,,,,,,,,9,0,,,,,,,,477.07,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"JL GOLF MANAGEMENT, LLC (Docket Number W-1296)",No,Both water and wastewater customers,,,,,266,209,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,No,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,775,,,,,,,,,5,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Yes,Yes,
07/31/21,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,602,0,410,0,,,,,,26,0,24,0,,,,,,1929,0,2642,0,,,,,,3,0,2,0,,,,,,3,0,2,0,,,,,,561,0,307,0,,,,,,6,0,4,0,,,,,,5,0,3,0,,,,,,6,0,4,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Yes,
07/31/21,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,272,0,272,0,,,,,,15,0,15,0,,,,,,1321,0,916,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,9,0,9,0,,,,,,4,0,4,0,,,,,,9,0,9,0,,,,,,0,0,0,0,,,,,,Yes,No,Yes,
07/31/21,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1420,9,,,,,,,,129,0,,,,,,,,10537.83,0,,,,,,,,39,0,,,,,,,,19,0,,,,,,,,1439.9,0,,,,,,,,13,0,,,,,,,,12,0,,,,,,,,6,0,,,,,,,,10,0,,Yes,Yes,Yes,
07/31/21,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5583,183,,,,,,,,181,7,,,,,,,,11043.07,1520.04,,,,,,,,36,1,,,,,,,,27,1,,,,,,,,1541.16,56.06,,,,,,,,3,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,3,0,,Yes,Yes,Yes,
07/31/21,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,756,74,,,,,,,,33,2,,,,,,,,3112.85,574.81,,,,,,,,4,0,,,,,,,,3,0,,,,,,,,159.85,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
07/31/21,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,2,0,1,0,,,,,,378.78,0,139.46,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
07/31/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,494,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,6966,1903,,,,,,,,411,71,,,,,,,,28166.73,17043,,,,,,,,43,5,,,,,,,,39,3,,,,,,,,14307.53,9244.74,,,,,,,,115,0,,,,,,,,115,0,,,,,,,,115,0,,,,,,,,0,0,,Yes,Yes,Yes,"Disconnects have resumed for delinquent accounts. All customers with past due balances have been emailed past due amounts, payment plan information, and delinquent information. Customers also received door-hanger letters on the morning of cutoffs to give them a final chance to pay before disconnection. We are continuing to work with all customers to set-up payment plans and arrangements."
07/31/21,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,105833,18627,,,,,,,,17713,934,,,,,,,,11413979.75,322677.73,,,,,,,,4431,129,,,,,,,,4431,129,,,,,,,,4650909.75,199100.64,,,,,,,,0,27,,,,,,,,0,21,,,,,,,,0,12,,,,,,,,0,11,,Yes,Yes,Yes,
07/31/21,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,2033,15,0,2,,,,,,126,0,0,0,,,,,,5853,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,15,7,0,0,,,,,,10,5,0,0,,,,,,8,3,0,0,,,,,,3,2,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2659,2032,,,,,,,,225,64,,,,,,,,24084,78263,,,,,,,,4,3,,,,,,,,1,3,,,,,,,,2401.57,2237.39,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
07/31/21,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),Yes,Both water and wastewater customers,438,45,437,22,,,,,,81,23,76,12,,,,,,8129.43,1248.33,7547.39,1267.93,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,169,0,,,,,,,,20,0,,,,,,,,1235.85,0,,,,,,,,3,0,,,,,,,,3,0,,,,,,,,1218.43,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,3,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,Harrco Utility Corporation (Docket Number W-796),Yes,Wastewater only,,,,,,,95,1,,,,,,,,2,0,,,,,,,,501.6,0,,,,,,,,2,0,,,,,,,,2,0,,,,,,,,991.67,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,33723,564,19857,669,,,,,,3203,35,1338,16,,,,,,671300.61,28958.98,349363,9791.68,,,,,,624,2,0,0,,,,,,546,2,0,0,,,,,,259811.85,9551.69,0,0,,,,,,16,0,11,0,,,,,,6,0,1,0,,,,,,5,0,2,0,,,,,,86,0,61,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
07/31/21,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,35,1,,,,,,,,2,0,,,,,,,,288.4,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
06/30/21,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,5948,,,,,,,,,5948,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,"We are a small, neighborhood utility... in a resort area.  Many homeowners come down for vacations and use their homes just periodically . 
We bill quarterly  -- and we have some customers that pay the entire fee for the year-- $75 per quarter is $300 for the year.  Have a few that will soon be doing that. 
We are also running down some recent new owners and renters after changes. "
05/31/21,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,81314,3714,20860,328,,,,,,4889,60,445,7,,,,,,1004962,8438,124036,4769,,,,,,845,3,34,2,,,,,,719,7,255,3,,,,,,194860,430,84402,4507,,,,,,91,0,19,0,,,,,,54,0,16,0,,,,,,33,0,12,0,,,,,,43,0,5,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
06/30/21,Electric,Western Carolina University (Docket Number E-35),Yes,,,,,,,,3674,195,,,,,,,,179,25,,,,,,,,13433.84,8224.67,,,,,,,,2,9,,,,,,,,2,9,,,,,,,,650.43,5576.16,,,,,,,,37,0,,,,,,,,37,0,,,,,,,,35,0,,,,,,,,0,0,,Yes,Yes,Yes,
06/30/21,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,709818,73166,,,,,,,,96510,4712,,,,,,,,17329414.54,2613488.2,,,,,,,,12873,223,,,,,,,,8600,132,,,,,,,,7556190.48,1045942.82,,,,,,,,1011,163,,,,,,,,153,39,,,,,,,,26,9,,,,,,,,2025,964,,Yes,Yes,Yes,
06/30/21,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,815,66,801,45,,,,,,19,0,20,0,,,,,,2216,0,0,0,,,,,,1,0,1,0,,,,,,1,0,1,0,,,,,,482,0,0,0,,,,,,1,0,1,0,,,,,,1,0,1,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
06/30/21,Water/Sewer,Scientific Water and Sewerage Corporation (Docket Number W-176),Yes,Both water and wastewater customers,1450,5,1690,5,,,,,,502,4,602,4,,,,,,24391.82,119.06,25596.06,119.06,,,,,,16,0,16,0,,,,,,0,0,0,0,,,,,,1336.97,0,1336.97,0,,,,,,89,0,89,0,,,,,,69,0,69,0,,,,,,54,0,54,0,,,,,,5,0,5,0,,,,,,Yes,Yes,Yes,
06/30/21,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,567135,58151,,,,,,,,48531,2526,,,,,,,,6310000,710000,,,,,,,,4173,81,,,,,,,,3587,52,,,,,,,,837000,21000,,,,,,,,0,66,,,,,,,,0,21,,,,,,,,0,12,,,,,,,,0,1,,Yes,Yes,Yes,"Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans
Data provided represents 6/01/2021 through 6/30/2021
PSNC stopped all residential disconnections as of February 24, 2021 in response to Commission orders"
06/30/21,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,126,,,,,,,,,3597.6,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
06/30/21,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1259617,216312,,,,,,,,148965,8712,,,,,,,,24045849,4642862,,,,,,,,35805,1152,,,,,,,,26441,915,,,,,,,,2970687,594087,,,,,,,,4785,702,,,,,,,,3271,672,,,,,,,,2937,535,,,,,,,,88,149,,Yes,Yes,Yes,"As in 2020, the total accounts receivable balance continues to be an approximate number based on the information available at this time."
06/30/21,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1800523,310148,,,,,,,,348810,36686,,,,,,,,102524002,27562854,,,,,,,,66365,805,,,,,,,,66365,805,,,,,,,,37103152,1425269,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,"As in 2020, the total accounts receivable balance continues to be an approximate number based on the information available at this time.”"
06/30/21,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,81284,3719,20951,327,,,,,,5697,115,443,5,,,,,,1009255,5645,116798,22329,,,,,,841,6,37,1,,,,,,782,11,294,2,,,,,,207050,1554,85648,4058,,,,,,155,0,31,1,,,,,,80,0,20,0,,,,,,43,0,16,0,,,,,,83,0,11,1,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
06/30/21,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
06/30/21,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,15,0,3,0,,,,,,2840.85,0,418.35,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
06/30/21,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,274,0,274,0,,,,,,9,0,9,0,,,,,,961,0,667,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,9,0,9,0,,,,,,5,0,5,0,,,,,,6,0,6,0,,,,,,0,0,0,0,,,,,,Yes,No,No,
06/30/21,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,7110,1847,,,,,,,,388,75,,,,,,,,54582.89,17926.75,,,,,,,,49,0,,,,,,,,49,0,,,,,,,,18108.3,0,,,,,,,,130,0,,,,,,,,130,0,,,,,,,,130,0,,,,,,,,0,0,,Yes,Yes,Yes,"Disconnects have resumed for delinquent accounts. All customers with past due balances have been emailed info on past due amounts, payment plan information, and delinquent information. Customers also received door-hanger letters on the morning of cutoffs to give them a final chance to pay before disconnection. We are continuing to work with all customers to set-up payment plans and arrangements, even after disconnection."
06/30/21,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,602,0,410,0,,,,,,17,0,17,0,,,,,,5529,0,5582,0,,,,,,3,0,2,0,,,,,,3,0,2,0,,,,,,652,0,307,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,No,No,
06/30/21,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,775,,,,,,,,,6,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Yes,Yes,
06/30/21,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,118,1,,,,,,,,28459.41,12344.84,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
06/30/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,494,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
06/30/21,Water/Sewer,"JL GOLF MANAGEMENT, LLC (Docket Number W-1296)",No,Both water and wastewater customers,,,,,266,209,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,No,Not Applicable / Don't Know,Not Applicable / Don't Know,
06/30/21,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),Yes,Both water and wastewater customers,437,45,436,22,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
